ENSG	HUGO	GAF	GENCODE
ENSG00000254370	none	none	ENSG00000254370.1
ENSG00000254372	none	none	ENSG00000254372.1
ENSG00000254373	none	none	ENSG00000254373.1
ENSG00000254374	none	none	ENSG00000277741.4
ENSG00000254376	SOX5P1	none	ENSG00000254376.2
ENSG00000254377	MIR124-2HG	none	ENSG00000254377.5
ENSG00000254380	none	none	ENSG00000254380.1
ENSG00000254381	TUBB8P5	none	ENSG00000254381.3
ENSG00000254383	none	none	ENSG00000254383.1
ENSG00000254384	MTND6P19	none	ENSG00000254384.1
ENSG00000254387	MYL12AP1	none	ENSG00000254387.1
ENSG00000254388	DUTP2	none	ENSG00000254388.1
ENSG00000254389	RHPN1-AS1	C8orf51|78998	ENSG00000254389.3
ENSG00000254391	none	none	ENSG00000254391.1
ENSG00000254392	none	none	ENSG00000254392.1
ENSG00000254394	none	none	ENSG00000254394.1
ENSG00000254395	IGHV4-55	ADAM6|8755	ENSG00000254395.1
ENSG00000254396	none	none	ENSG00000254396.1
ENSG00000254397	none	none	ENSG00000254397.1
ENSG00000254398	none	none	ENSG00000254398.1
ENSG00000254399	GLYATL1P4	none	ENSG00000254399.2
ENSG00000254400	none	none	ENSG00000254400.1
ENSG00000254401	none	none	ENSG00000254401.1
ENSG00000254402	LRRC24	LRRC24|441381	ENSG00000254402.6
ENSG00000254403	OR10Y1P	none	ENSG00000254403.1
ENSG00000254404	none	none	ENSG00000254404.1
ENSG00000254406	none	none	ENSG00000254406.1
ENSG00000254407	PHBP17	none	ENSG00000254407.1
ENSG00000254408	OR4A1P	none	ENSG00000254408.1
ENSG00000254409	none	none	ENSG00000254409.1
ENSG00000254411	none	none	ENSG00000254411.1
ENSG00000254412	none	none	ENSG00000254412.1
ENSG00000254413	CHKB-CPT1B	CHKB-CPT1B|386593	ENSG00000254413.8
ENSG00000254414	none	none	ENSG00000254414.1
ENSG00000254415	SIGLEC14	SIGLEC14|100049587	ENSG00000254415.3
ENSG00000254416	none	none	ENSG00000254416.5
ENSG00000254417	ANO1-AS2	none	ENSG00000254417.1
ENSG00000254418	SPON1-AS1	none	ENSG00000254418.1
ENSG00000254419	none	none	ENSG00000254419.1
ENSG00000254420	none	none	ENSG00000254420.1
ENSG00000254422	none	none	ENSG00000254422.1
ENSG00000254423	none	none	ENSG00000254423.1
ENSG00000254424	none	none	ENSG00000254424.1
ENSG00000254425	none	none	ENSG00000254425.1
ENSG00000254427	none	none	ENSG00000254427.1
ENSG00000254428	none	none	ENSG00000254428.1
ENSG00000254429	none	none	ENSG00000254429.1
ENSG00000254430	OR6M3P	none	ENSG00000254430.1
ENSG00000254431	none	none	ENSG00000254431.1
ENSG00000254432	none	none	ENSG00000254432.1
ENSG00000254433	none	none	ENSG00000254433.1
ENSG00000254434	none	none	ENSG00000254434.1
ENSG00000254436	none	none	ENSG00000254436.1
ENSG00000254437	none	none	ENSG00000254437.1
ENSG00000254438	none	none	ENSG00000254438.1
ENSG00000254440	PBOV1	PBOV1|59351	ENSG00000254440.3
ENSG00000254441	none	none	ENSG00000254441.1
ENSG00000254442	none	none	ENSG00000254442.1
ENSG00000254443	none	none	ENSG00000254443.1
ENSG00000254444	none	none	ENSG00000254444.1
ENSG00000254445	HSPB2-C11orf52	C11orf52|91894	ENSG00000254445.1
ENSG00000254447	OR7E11P	none	ENSG00000254447.1
ENSG00000254449	SF3A3P2	none	ENSG00000254449.1
ENSG00000254450	ALG9-IT1	none	ENSG00000254450.1
ENSG00000254451	none	none	ENSG00000254451.2
ENSG00000254452	none	none	ENSG00000254452.1
ENSG00000254453	NAV2-AS2	none	ENSG00000254453.1
ENSG00000254454	RCC2P6	none	ENSG00000254454.2
ENSG00000254455	HIGD1AP10	none	ENSG00000254455.1
ENSG00000254456	none	none	ENSG00000254456.5
ENSG00000254457	OR5D2P	none	ENSG00000254457.1
ENSG00000254458	none	none	ENSG00000254458.1
ENSG00000254459	none	none	ENSG00000254459.1
ENSG00000254460	none	none	ENSG00000254460.1
ENSG00000254461	none	none	ENSG00000254461.1
ENSG00000254462	TMX2-CTNND1	CTNND1|1500	ENSG00000254462.1
ENSG00000254463	none	none	ENSG00000254463.1
ENSG00000254464	OR4A3P	none	ENSG00000254464.1
ENSG00000254465	THAP12P4	none	ENSG00000254465.1
ENSG00000254466	OR4D10	OR4D10|390197	ENSG00000254466.1
ENSG00000254467	none	none	ENSG00000254467.1
ENSG00000254468	none	none	ENSG00000254468.2
ENSG00000254469	none	none	ENSG00000254469.7
ENSG00000254470	AP5B1	DKFZp761E198|91056	ENSG00000254470.2
ENSG00000254471	none	none	ENSG00000254471.1
ENSG00000254472	OR4A49P	none	ENSG00000254472.1
ENSG00000254473	none	none	ENSG00000254473.1
ENSG00000254474	none	none	ENSG00000199038.1
ENSG00000254475	OR2AT1P	none	ENSG00000254475.1
ENSG00000254477	none	none	ENSG00000254477.1
ENSG00000254478	none	none	ENSG00000254478.1
ENSG00000254479	SLC25A1P1	none	ENSG00000254479.1
ENSG00000254480	none	RRM1|6240	ENSG00000254480.1
ENSG00000254481	PTP4A2P2	none	ENSG00000254481.1
ENSG00000254482	none	none	ENSG00000254482.1
ENSG00000254483	none	KIAA1529|57653	ENSG00000254483.1
ENSG00000254484	none	none	ENSG00000254484.1
ENSG00000254485	none	none	ENSG00000254485.5
ENSG00000254486	none	none	ENSG00000254486.1
ENSG00000254487	none	none	ENSG00000254487.2
ENSG00000254488	none	none	ENSG00000254488.1
ENSG00000254489	none	none	ENSG00000254489.1
ENSG00000254490	OR5M7P	none	ENSG00000254490.1
ENSG00000254491	none	none	ENSG00000254491.1
ENSG00000254492	none	none	ENSG00000254492.1
ENSG00000254495	none	none	ENSG00000254495.1
ENSG00000254496	CBX3P8	none	ENSG00000254496.1
ENSG00000254497	none	none	ENSG00000254497.1
ENSG00000254498	none	none	ENSG00000254498.1
ENSG00000254499	none	none	ENSG00000254499.1
ENSG00000254500	RANP3	none	ENSG00000254500.1
ENSG00000254501	none	none	ENSG00000254501.1
ENSG00000254502	none	none	ENSG00000254502.1
ENSG00000254503	none	none	ENSG00000254503.1
ENSG00000254504	none	none	none
ENSG00000254505	CHMP4A	CHMP4A|29082	ENSG00000254505.8
ENSG00000254506	none	none	ENSG00000254506.1
ENSG00000254507	none	none	ENSG00000254507.2
ENSG00000254508	FBXO3-AS1	none	ENSG00000254508.5
ENSG00000254509	none	none	ENSG00000254509.1
ENSG00000254510	none	none	ENSG00000254510.1
ENSG00000254511	none	none	ENSG00000254511.1
ENSG00000254512	PHBP2	none	ENSG00000254512.1
ENSG00000254514	none	none	ENSG00000254514.1
ENSG00000254515	none	none	ENSG00000254515.1
ENSG00000254516	none	none	ENSG00000254516.1
ENSG00000254517	none	none	ENSG00000254517.1
ENSG00000254518	none	none	ENSG00000254518.1
ENSG00000254519	none	none	ENSG00000254519.2
ENSG00000254520	none	none	ENSG00000254487.2
ENSG00000254521	SIGLEC12	SIGLEC12|89858	ENSG00000254521.6
ENSG00000254522	none	none	ENSG00000254522.1
ENSG00000254524	OR8I4P	none	ENSG00000254524.1
ENSG00000254526	none	none	ENSG00000254526.1
ENSG00000254527	ENPP7P12	none	ENSG00000254527.1
ENSG00000254528	none	none	ENSG00000254528.7
ENSG00000254529	none	none	ENSG00000254529.1
ENSG00000254530	none	none	ENSG00000254530.1
ENSG00000254531	none	none	ENSG00000254531.1
ENSG00000254532	none	none	ENSG00000254532.1
ENSG00000254533	none	none	ENSG00000254533.1
ENSG00000254534	none	none	ENSG00000254534.1
ENSG00000254535	PABPC4L	PABPC4L|132430	ENSG00000254535.3
ENSG00000254536	none	MTG1|92170	ENSG00000254536.1
ENSG00000254537	none	none	ENSG00000254537.1
ENSG00000254538	none	none	ENSG00000254538.1
ENSG00000254539	none	none	ENSG00000254539.1
ENSG00000254540	none	none	ENSG00000254540.1
ENSG00000254541	none	none	ENSG00000254541.1
ENSG00000254542	NAV2-AS3	none	ENSG00000254542.1
ENSG00000254543	HSPD1P2	none	ENSG00000254543.1
ENSG00000254544	PCNAP4	none	ENSG00000254544.1
ENSG00000254545	none	none	ENSG00000254545.1
ENSG00000254546	none	none	ENSG00000254546.1
ENSG00000254547	none	none	ENSG00000254547.1
ENSG00000254548	none	none	ENSG00000254548.1
ENSG00000254549	none	none	none
ENSG00000254550	OMP	OMP|4975	ENSG00000254550.1
ENSG00000254551	none	none	ENSG00000254551.1
ENSG00000254552	XIRP2-AS1	none	ENSG00000254552.1
ENSG00000254553	none	ZBTB8A|653121	ENSG00000254553.1
ENSG00000254554	none	none	ENSG00000254554.1
ENSG00000254555	none	none	ENSG00000254555.1
ENSG00000254556	none	none	ENSG00000254556.1
ENSG00000254557	none	none	ENSG00000254557.1
ENSG00000254558	none	none	ENSG00000254558.1
ENSG00000254559	none	none	ENSG00000254559.1
ENSG00000254560	BBOX1-AS1	none	ENSG00000254560.5
ENSG00000254561	none	none	ENSG00000254561.3
ENSG00000254562	LINC01493	none	ENSG00000254562.5
ENSG00000254563	none	none	ENSG00000254563.1
ENSG00000254564	none	none	ENSG00000254564.1
ENSG00000254565	MTND2P26	none	ENSG00000254565.1
ENSG00000254566	none	none	ENSG00000254566.1
ENSG00000254567	UBTFL9	none	ENSG00000254567.2
ENSG00000254568	none	none	ENSG00000254568.1
ENSG00000254569	none	none	ENSG00000254569.1
ENSG00000254571	none	none	ENSG00000254571.1
ENSG00000254572	GLULP3	none	ENSG00000254572.2
ENSG00000254573	none	none	ENSG00000254573.1
ENSG00000254574	none	none	ENSG00000254574.1
ENSG00000254575	none	none	ENSG00000254575.1
ENSG00000254576	OR4C1P	none	ENSG00000254576.1
ENSG00000254577	none	none	ENSG00000254577.1
ENSG00000254578	none	none	ENSG00000254578.1
ENSG00000254579	none	none	ENSG00000254579.1
ENSG00000254580	none	none	ENSG00000254580.1
ENSG00000254581	none	none	ENSG00000254581.1
ENSG00000254582	PSMA2P1	none	ENSG00000254582.1
ENSG00000254583	none	none	ENSG00000254583.1
ENSG00000254584	none	none	ENSG00000254584.1
ENSG00000254585	MAGEL2	MAGEL2|54551	ENSG00000254585.2
ENSG00000254586	none	none	ENSG00000254586.1
ENSG00000254587	none	none	ENSG00000254587.1
ENSG00000254588	none	none	ENSG00000254588.1
ENSG00000254589	EIF4A2P3	none	ENSG00000254589.1
ENSG00000254590	none	none	ENSG00000254590.1
ENSG00000254591	none	none	ENSG00000254591.1
ENSG00000254592	none	none	ENSG00000254592.1
ENSG00000254593	OR7E126P	none	ENSG00000254593.1
ENSG00000254594	none	none	ENSG00000254594.5
ENSG00000254595	none	none	ENSG00000254595.1
ENSG00000254596	none	none	ENSG00000254596.1
ENSG00000254597	FAM90A10P	none	ENSG00000254597.1
ENSG00000254598	CSNK2A3	CSNK2A1P|283106	ENSG00000254598.2
ENSG00000254599	none	none	ENSG00000254599.1
ENSG00000254601	CYCSP26	none	ENSG00000254601.1
ENSG00000254602	none	none	ENSG00000254602.1
ENSG00000254603	OR5M6P	none	ENSG00000254603.1
ENSG00000254604	none	none	ENSG00000254604.1
ENSG00000254605	none	none	ENSG00000254605.1
ENSG00000254606	none	none	ENSG00000254606.1
ENSG00000254607	none	none	ENSG00000254607.2
ENSG00000254608	none	RP1|6101	ENSG00000254608.1
ENSG00000254609	none	none	ENSG00000254609.1
ENSG00000254610	none	none	ENSG00000254610.2
ENSG00000254612	none	none	ENSG00000254612.2
ENSG00000254613	OR6M2P	none	ENSG00000254613.1
ENSG00000254614	none	none	ENSG00000254614.2
ENSG00000254615	none	none	ENSG00000254615.2
ENSG00000254616	none	none	ENSG00000254616.1
ENSG00000254617	none	none	ENSG00000254617.1
ENSG00000254618	TMED10P1	TMED10P1|286102	ENSG00000254618.1
ENSG00000254619	none	none	ENSG00000254619.1
ENSG00000254620	none	none	ENSG00000254620.1
ENSG00000254621	SETP16	none	ENSG00000254621.1
ENSG00000254622	NAV2-AS4	none	ENSG00000254622.1
ENSG00000254623	DEFB108P4	none	ENSG00000254623.1
ENSG00000254624	OR4R3P	none	ENSG00000254624.1
ENSG00000254625	none	none	ENSG00000254625.1
ENSG00000254626	none	none	ENSG00000254626.1
ENSG00000254627	none	none	ENSG00000254627.1
ENSG00000254629	none	none	ENSG00000254629.1
ENSG00000254630	none	none	ENSG00000254630.1
ENSG00000254631	none	none	ENSG00000254631.5
ENSG00000254632	none	none	ENSG00000254632.1
ENSG00000254633	none	KIAA1529|57653	ENSG00000254633.1
ENSG00000254634	SMG1P6	BOLA2|552900	ENSG00000254634.4
ENSG00000254635	WAC-AS1	none	ENSG00000254635.5
ENSG00000254636	ARMS2	ARMS2|387715	ENSG00000254636.1
ENSG00000254637	OR4A18P	none	ENSG00000254637.1
ENSG00000254638	none	none	ENSG00000254638.1
ENSG00000254639	none	none	ENSG00000254639.1
ENSG00000254640	none	none	none
ENSG00000254641	none	none	ENSG00000166337.9
ENSG00000254642	COX6CP5	none	ENSG00000254642.1
ENSG00000254644	none	none	ENSG00000254644.1
ENSG00000254645	none	none	ENSG00000254645.1
ENSG00000254646	OR8B10P	none	ENSG00000254646.1
ENSG00000254647	INS	INS|3630	ENSG00000254647.6
ENSG00000254648	none	none	ENSG00000254648.1
ENSG00000254649	none	none	ENSG00000254649.1
ENSG00000254650	MTCYBP41	none	ENSG00000254650.1
ENSG00000254651	none	none	ENSG00000254651.1
ENSG00000254652	none	none	ENSG00000188803.14
ENSG00000254653	none	none	ENSG00000254653.1
ENSG00000254654	none	LOC221122|221122	ENSG00000254654.1
ENSG00000254655	none	none	ENSG00000254655.1
ENSG00000254656	RTL1	RTL1|388015	ENSG00000254656.1
ENSG00000254658	OR8J2	none	ENSG00000254658.2
ENSG00000254659	none	none	ENSG00000254659.2
ENSG00000254660	none	none	ENSG00000254660.1
ENSG00000254661	none	none	ENSG00000254661.2
ENSG00000254662	none	none	ENSG00000254662.1
ENSG00000254663	OR4A11P	none	ENSG00000254663.1
ENSG00000254664	none	none	ENSG00000254664.1
ENSG00000254665	none	none	ENSG00000254665.1
ENSG00000254667	none	none	ENSG00000254667.2
ENSG00000254668	none	none	ENSG00000254668.1
ENSG00000254669	none	none	ENSG00000254669.1
ENSG00000254670	none	none	ENSG00000254670.1
ENSG00000254671	STT3A-AS1	none	ENSG00000254671.2
ENSG00000254672	none	none	ENSG00000254672.1
ENSG00000254673	none	FNTA|2339	ENSG00000254673.1
ENSG00000254674	OR4A42P	none	ENSG00000254674.1
ENSG00000254675	none	none	ENSG00000254675.1
ENSG00000254676	none	none	ENSG00000254676.1
ENSG00000254677	OSBPL9P2	none	ENSG00000254677.1
ENSG00000254678	none	none	ENSG00000254678.1
ENSG00000254680	none	none	ENSG00000254680.1
ENSG00000254681	PKD1P5	none	ENSG00000254681.6
ENSG00000254682	none	none	ENSG00000254682.1
ENSG00000254683	SNRPCP6	none	ENSG00000254683.1
ENSG00000254684	none	none	ENSG00000254684.1
ENSG00000254685	FPGT	FPGT|8790	ENSG00000254685.6
ENSG00000254686	none	none	ENSG00000254686.2
ENSG00000254687	none	none	ENSG00000254687.1
ENSG00000254688	none	none	ENSG00000254688.1
ENSG00000254689	LINC02235	none	ENSG00000254689.1
ENSG00000254690	none	DGAT1|8694	ENSG00000254690.1
ENSG00000254691	none	none	ENSG00000254691.1
ENSG00000254692	none	TM9SF1|10548	ENSG00000254692.1
ENSG00000254693	none	none	ENSG00000254693.1
ENSG00000254694	none	none	ENSG00000254694.1
ENSG00000254695	none	none	ENSG00000254695.1
ENSG00000254696	none	none	ENSG00000254696.1
ENSG00000254697	COPS8P3	none	ENSG00000254697.1
ENSG00000254698	none	none	ENSG00000254698.1
ENSG00000254699	none	none	ENSG00000254699.1
ENSG00000254700	none	none	ENSG00000254700.1
ENSG00000254701	none	LOC100170939|100170939	ENSG00000254701.3
ENSG00000254702	none	none	ENSG00000254702.1
ENSG00000254703	SENCR	none	ENSG00000254703.2
ENSG00000254704	none	none	ENSG00000254704.3
ENSG00000254705	none	none	ENSG00000254705.1
ENSG00000254706	none	NOS1AP|9722	ENSG00000254706.2
ENSG00000254707	none	none	ENSG00000254707.1
ENSG00000254708	none	none	ENSG00000254708.1
ENSG00000254709	IGLL5	LOC96610|96610	ENSG00000254709.6
ENSG00000254710	none	none	ENSG00000254710.1
ENSG00000254712	none	none	ENSG00000254712.1
ENSG00000254713	HNRNPA1P72	none	ENSG00000254713.2
ENSG00000254714	none	none	ENSG00000254714.1
ENSG00000254715	OR7E154P	none	ENSG00000254715.3
ENSG00000254716	none	none	none
ENSG00000254717	GLYATL1P2	none	ENSG00000254717.2
ENSG00000254718	none	none	ENSG00000254718.6
ENSG00000254719	none	none	ENSG00000254719.1
ENSG00000254720	none	none	ENSG00000254720.1
ENSG00000254721	none	none	ENSG00000254721.1
ENSG00000254722	FAM8A2P	none	ENSG00000254722.1
ENSG00000254723	OR4A12P	none	ENSG00000254723.1
ENSG00000254724	OR7E10P	none	ENSG00000254724.1
ENSG00000254725	none	none	ENSG00000254725.1
ENSG00000254726	MEX3A	MEX3A|92312	ENSG00000254726.2
ENSG00000254727	PTP4A1P6	none	ENSG00000254727.1
ENSG00000254728	none	none	ENSG00000254728.1
ENSG00000254729	none	STK19|8859	ENSG00000204344.14
ENSG00000254730	none	none	ENSG00000254730.1
ENSG00000254731	none	none	ENSG00000254731.1
ENSG00000254732	none	CTNND1|1500	ENSG00000254732.1
ENSG00000254733	none	none	ENSG00000254733.1
ENSG00000254734	none	none	ENSG00000254734.1
ENSG00000254735	HMGB1P42	none	ENSG00000254735.1
ENSG00000254736	BRD9P1	none	ENSG00000254736.1
ENSG00000254737	OR10G4	OR10G4|390264	ENSG00000254737.1
ENSG00000254738	none	none	ENSG00000254738.1
ENSG00000254739	none	none	ENSG00000254739.1
ENSG00000254740	none	none	ENSG00000254740.2
ENSG00000254741	none	none	ENSG00000254741.1
ENSG00000254743	OR10V3P	none	ENSG00000254743.1
ENSG00000254744	none	none	ENSG00000254744.3
ENSG00000254746	none	none	ENSG00000254746.5
ENSG00000254747	MTND4LP18	none	ENSG00000254747.1
ENSG00000254748	HNRNPCP8	none	ENSG00000254748.1
ENSG00000254749	OR5BD1P	none	ENSG00000254749.1
ENSG00000254750	CASP1P2	none	ENSG00000254750.1
ENSG00000254751	TRIM64DP	none	ENSG00000254751.2
ENSG00000254752	OR5M2P	none	ENSG00000254752.1
ENSG00000254753	none	none	ENSG00000254753.1
ENSG00000254754	none	none	ENSG00000254754.1
ENSG00000254755	none	none	ENSG00000254755.1
ENSG00000254756	none	none	ENSG00000254756.1
ENSG00000254757	none	none	ENSG00000254757.1
ENSG00000254758	none	none	ENSG00000254758.1
ENSG00000254759	NAP1L1P1	none	ENSG00000254759.1
ENSG00000254760	none	none	ENSG00000254760.1
ENSG00000254761	none	none	ENSG00000254761.1
ENSG00000254762	none	none	ENSG00000254762.1
ENSG00000254764	TRIM53CP	none	ENSG00000254764.1
ENSG00000254765	none	SBF2|81846	ENSG00000133812.14
ENSG00000254767	OR2AL1P	none	ENSG00000254767.1
ENSG00000254768	none	none	ENSG00000254768.5
ENSG00000254769	OR4A4P	none	ENSG00000254769.3
ENSG00000254770	OR4D7P	none	ENSG00000254770.1
ENSG00000254771	none	none	ENSG00000254771.1
ENSG00000254772	EEF1G	EEF1G|1937	ENSG00000255508.7
ENSG00000254773	none	none	none
ENSG00000254774	none	none	ENSG00000254774.1
ENSG00000254775	none	none	ENSG00000254775.1
ENSG00000254776	none	none	ENSG00000254776.1
ENSG00000254777	none	none	ENSG00000254777.5
ENSG00000254779	EGLN1P1	SCAND2|54581	ENSG00000176700.19
ENSG00000254780	none	none	ENSG00000254780.1
ENSG00000254781	GVINP2	none	ENSG00000254781.1
ENSG00000254782	none	ABHD14B|84836	ENSG00000272762.5
ENSG00000254783	none	none	ENSG00000254783.1
ENSG00000254784	LRRC6P1	none	ENSG00000254784.1
ENSG00000254785	none	none	ENSG00000254785.1
ENSG00000254786	none	none	ENSG00000254786.1
ENSG00000254787	none	none	ENSG00000254787.1
ENSG00000254788	CKLF-CMTM1	CMTM1|113540	ENSG00000254788.6
ENSG00000254789	none	none	ENSG00000254789.1
ENSG00000254790	none	none	ENSG00000254790.1
ENSG00000254791	FAR1-IT1	none	ENSG00000254791.1
ENSG00000254792	none	none	ENSG00000254792.1
ENSG00000254793	FDPSP4	none	ENSG00000254793.1
ENSG00000254794	none	none	ENSG00000254794.1
ENSG00000254795	OR5AP1P	none	ENSG00000254795.1
ENSG00000254796	none	none	ENSG00000254796.1
ENSG00000254798	TFAMP2	none	ENSG00000254798.1
ENSG00000254799	SLC25A47P1	none	ENSG00000254799.1
ENSG00000254800	none	none	ENSG00000254800.2
ENSG00000254801	none	none	ENSG00000254801.1
ENSG00000254802	none	none	ENSG00000254802.1
ENSG00000254803	none	none	ENSG00000254803.1
ENSG00000254804	none	none	ENSG00000254804.1
ENSG00000254805	SNRPCP14	none	ENSG00000254805.1
ENSG00000254806	SYS1-DBNDD2	SYS1-DBNDD2|767557	ENSG00000254806.5
ENSG00000254807	OR10AK1P	none	ENSG00000254807.1
ENSG00000254810	none	none	ENSG00000254810.1
ENSG00000254811	none	none	ENSG00000254811.5
ENSG00000254812	none	none	ENSG00000254812.1
ENSG00000254813	none	LOC340357|340357	ENSG00000254813.5
ENSG00000254814	none	none	ENSG00000254814.1
ENSG00000254815	none	none	ENSG00000254815.5
ENSG00000254816	none	none	ENSG00000254816.1
ENSG00000254817	OR7E160P	none	ENSG00000254817.1
ENSG00000254818	none	none	ENSG00000254818.1
ENSG00000254819	none	none	ENSG00000254819.1
ENSG00000254820	none	none	ENSG00000254820.1
ENSG00000254821	none	none	ENSG00000254821.1
ENSG00000254822	none	none	ENSG00000254822.1
ENSG00000254823	none	none	ENSG00000254823.1
ENSG00000254824	none	none	ENSG00000254824.1
ENSG00000254825	OR9G2P	none	ENSG00000254825.1
ENSG00000254826	none	none	ENSG00000254826.1
ENSG00000254827	SLC22A18AS	SLC22A18AS|5003	ENSG00000254827.5
ENSG00000254828	none	none	ENSG00000254828.1
ENSG00000254829	none	none	ENSG00000254829.1
ENSG00000254830	none	none	ENSG00000254830.1
ENSG00000254831	KRT18P58	none	ENSG00000254831.1
ENSG00000254832	OR4A40P	none	ENSG00000254832.1
ENSG00000254833	none	none	ENSG00000254833.1
ENSG00000254834	OR5M10	OR5M10|390167	ENSG00000254834.3
ENSG00000254835	RNF185-AS1	none	ENSG00000254835.1
ENSG00000254836	none	none	ENSG00000254836.1
ENSG00000254837	none	none	ENSG00000254837.2
ENSG00000254838	GVINP1	GVIN1|387751	ENSG00000254838.5
ENSG00000254839	none	none	ENSG00000254839.1
ENSG00000254840	none	none	ENSG00000254840.1
ENSG00000254841	OR4V1P	none	ENSG00000254841.1
ENSG00000254842	none	none	ENSG00000254842.6
ENSG00000254843	XIAPP2	none	ENSG00000254843.1
ENSG00000254844	none	none	ENSG00000254844.4
ENSG00000254845	OR8G7P	none	ENSG00000276316.1
ENSG00000254846	none	none	ENSG00000254846.1
ENSG00000254847	none	none	ENSG00000254847.1
ENSG00000254848	OR5BN1P	none	ENSG00000254848.1
ENSG00000254850	none	none	ENSG00000254850.2
ENSG00000254851	none	none	ENSG00000254851.1
ENSG00000254852	NPIPA2	none	ENSG00000254852.8
ENSG00000254853	none	none	ENSG00000254853.1
ENSG00000254854	none	none	ENSG00000254854.1
ENSG00000254855	none	none	ENSG00000254855.1
ENSG00000254856	NDUFA3P2	none	ENSG00000254856.1
ENSG00000254857	none	none	ENSG00000254857.1
ENSG00000254858	MPV17L2	MPV17L2|84769	ENSG00000254858.9
ENSG00000254859	none	none	ENSG00000254859.1
ENSG00000254860	TMEM9B-AS1	none	ENSG00000254860.5
ENSG00000254861	none	none	ENSG00000254861.1
ENSG00000254862	none	none	ENSG00000254862.5
ENSG00000254863	none	none	ENSG00000254863.1
ENSG00000254864	none	none	ENSG00000254864.1
ENSG00000254865	none	none	ENSG00000254865.1
ENSG00000254866	DEFB109P3	none	ENSG00000254866.2
ENSG00000254867	none	none	ENSG00000254867.1
ENSG00000254869	none	none	ENSG00000254869.1
ENSG00000254870	ATP6V1G2-DDX39B	BAT1|7919	ENSG00000254870.5
ENSG00000254871	none	none	ENSG00000254871.1
ENSG00000254872	none	none	ENSG00000254872.3
ENSG00000254873	none	none	ENSG00000254873.1
ENSG00000254874	none	none	ENSG00000254874.1
ENSG00000254876	none	KIAA1529|57653	ENSG00000254876.5
ENSG00000254877	none	none	ENSG00000254877.1
ENSG00000254878	none	none	ENSG00000254878.1
ENSG00000254879	PTPRJ-AS1	none	ENSG00000254879.1
ENSG00000254880	PKNOX2-AS1	none	ENSG00000254880.1
ENSG00000254883	none	none	ENSG00000254883.1
ENSG00000254884	PRR13P2	none	ENSG00000254884.1
ENSG00000254885	none	none	ENSG00000254885.1
ENSG00000254886	OR4A10P	none	ENSG00000254886.1
ENSG00000254887	none	none	ENSG00000254887.1
ENSG00000254888	none	none	ENSG00000254888.2
ENSG00000254889	none	none	ENSG00000254889.1
ENSG00000254890	none	none	ENSG00000254890.1
ENSG00000254891	OR4A9P	none	ENSG00000254891.1
ENSG00000254892	none	none	ENSG00000254892.1
ENSG00000254893	none	none	none
ENSG00000254894	NAV2-AS1	none	ENSG00000254894.1
ENSG00000254895	MTCO3P15	none	ENSG00000254895.2
ENSG00000254896	OPCML-IT1	none	ENSG00000254896.1
ENSG00000254897	none	none	ENSG00000254897.1
ENSG00000254898	none	none	ENSG00000254898.1
ENSG00000254900	none	none	ENSG00000254900.1
ENSG00000254901	BORCS8	LOC729991|729991	ENSG00000254901.7
ENSG00000254902	ANO1-AS1	none	ENSG00000254902.1
ENSG00000254903	OR8L1P	none	ENSG00000254903.1
ENSG00000254905	none	none	ENSG00000254905.1
ENSG00000254906	none	none	ENSG00000254906.1
ENSG00000254907	none	none	ENSG00000254907.1
ENSG00000254909	none	none	ENSG00000254909.1
ENSG00000254910	none	none	ENSG00000254910.1
ENSG00000254911	SCARNA9	SCARNA9|619383	ENSG00000254911.3
ENSG00000254912	none	none	ENSG00000254912.2
ENSG00000254913	none	none	ENSG00000254913.1
ENSG00000254914	none	none	ENSG00000254914.1
ENSG00000254915	none	none	ENSG00000254915.1
ENSG00000254916	none	none	ENSG00000254916.1
ENSG00000254917	OR7E15P	none	ENSG00000254917.1
ENSG00000254918	none	none	ENSG00000080854.14
ENSG00000254919	none	none	ENSG00000254919.1
ENSG00000254920	none	none	ENSG00000254920.1
ENSG00000254921	none	none	ENSG00000254921.1
ENSG00000254923	none	LOC392196|392196	ENSG00000254923.1
ENSG00000254924	none	none	ENSG00000254924.2
ENSG00000254925	OR4C9P	none	ENSG00000254925.1
ENSG00000254926	none	none	ENSG00000254926.1
ENSG00000254927	none	none	ENSG00000254927.1
ENSG00000254928	none	none	ENSG00000254928.1
ENSG00000254929	none	LOC642826|642826	none
ENSG00000254930	none	none	ENSG00000254930.1
ENSG00000254931	MTATP6P15	none	ENSG00000254931.2
ENSG00000254932	none	none	ENSG00000254932.2
ENSG00000254933	none	none	ENSG00000254933.1
ENSG00000254934	LINC00678	none	ENSG00000254934.5
ENSG00000254935	none	none	ENSG00000254935.1
ENSG00000254936	none	none	ENSG00000254936.4
ENSG00000254937	none	none	ENSG00000254937.1
ENSG00000254938	none	none	ENSG00000254938.1
ENSG00000254939	none	none	ENSG00000254939.1
ENSG00000254940	OR4A19P	none	ENSG00000254940.1
ENSG00000254941	none	none	ENSG00000254941.1
ENSG00000254942	none	none	ENSG00000254942.1
ENSG00000254943	none	none	ENSG00000254943.1
ENSG00000254944	ATP5F1P5	none	ENSG00000254944.1
ENSG00000254946	none	none	ENSG00000254946.1
ENSG00000254947	OR8K4P	none	ENSG00000254947.1
